GEOID,name,state
2637620,Henderson,MI
2637960,Hickory Corners,MI
2639340,Horton Bay,MI
2640800,Interlochen,MI
2641040,Ironton,MI
2641540,Jasper,MI
2641720,Jennings,MI
2643558,K. I. Sawyer,MI
2644760,Lake Leelanau,MI
2645070,Lakes of the North,MI
2645190,Lake Victoria,MI
2646800,Leland,MI
2647240,Levering,MI
2649400,Loomis,MI
2649720,Lupton,MI
2650755,Manistee Lake,MI
2650920,Maple City,MI
2650970,Maple Grove,MI
2651540,Marenisco,MI
2656960,Nessen City,MI
2657660,New Troy,MI
2659320,Norwood,MI
2659740,Oak Hill,MI
2660180,Oden,MI
2660640,Omena,MI
2662500,Parkdale,MI
2664100,Pilgrim,MI
2665420,Ponshewaing,MI
2666343,Presque Isle Harbor,MI
2667140,Rapid City,MI
2670900,St. James,MI
2671340,Sand Lake,MI
2674380,Snover,MI
2674740,South Boardman,MI
2676820,Stronach,MI
2682490,Vineyard Lake,MI
2682680,Wacousta,MI
2683140,Walloon Lake,MI
2684360,Watersmeet,MI
2685110,Wedgewood,MI
2685300,Wellston,MI
2686960,White Pine,MI
2689240,Zeba,MI
2701558,Angle Inlet,MN
2703214,Baker,MN
2703376,Ball Club,MN
2704348,Beaulieu,MN
2705744,Big Lake,MN
27101900100,9001.0,MN
271019001001,9001.1,MN
271019001002,9001.2,MN
27101900200,9002.0,MN
271019002001,9002.1,MN
271019002002,9002.2,MN
271019002003,9002.3,MN
27101900300,9003.0,MN
271019003001,9003.1,MN
271019003002,9003.2,MN
271019003003,9003.3,MN
2712718,Columbus,MN
2717882,Ebro,MN
2718662,Elko New Market,MN
2719718,Esko,MN
2720276,Fairhaven,MN
2721104,Finland,MN
2721190,Fish Lake,MN
2722904,Frontenac,MN
2723084,Garden City,MN
2730014,Homer,MN
2730950,Inger,MN
2734370,Lake George,MN
2735558,Lansing,MN
2738546,Lutsen,MN
2739394,Mahnomen,MN
2739446,Mahtowa,MN
2740814,Martin Lake,MN
2741804,Merrifield,MN
2742010,Midway,MN
2745268,Nett Lake,MN
2747536,Nowthen,MN
2747923,Oakport,MN
2748760,Osage,MN
2751028,Pine Bend,MN
2754596,Riverland,MN
2756212,Roy Lake,MN
2756724,St. Augusta,MN
2758900,Scandia,MN
2759116,Searles,MN
2760322,Silver Creek,MN
2761204,Soudan,MN
2761308,South End,MN
2762356,Stanchfield,MN
2764426,Tenney,MN
2764547,The Ranch,MN
2764750,Thomson,MN
2765927,Twin Lakes,MN
2768260,Warsaw,MN
2769690,West Roy Lake,MN
2769880,Whipholt,MN
2800680,Alcorn State University,MS
2802060,Arnold Line,MS
2804705,Beechwood,MS
2807340,Bogue Chitto,MS
2808655,Bridgetown,MS
2809380,Buckatunna,MS
2813700,Clara,MS
2814140,Cleary,MS
2814540,Cloverdale,MS
2817700,Darling,MS
2818420,DeLisle,MS
2821940,Elliott,MS
2824460,Farrell,MS
2825740,Foxworth,MS
2827620,Glendale,MS
2830220,Hamilton,MS
2831540,Henderson Point,MS
2832110,Hide-A-Way Lake,MS
2832460,Hillsboro,MS
2832820,Holcomb,MS
2837190,Kearney Park,MS
2839600,Lauderdale,MS
2848030,Mississippi State,MS
2848120,Mississippi Valley State University,MS
2848720,Mooresville,MS
2848880,Morgantown,MS
2851240,New Hamilton,MS
2851840,Nicholson,MS
2861080,Rawls Springs,MS
2862900,Robinhood,MS
2866840,Sharon,MS
2873880,Toomsuba,MS
2874820,Tunica Resorts,MS
2875520,University,MS
2879620,White Oak,MS
2902260,Ashley,MO
2904525,Bennett Springs,MO
2905320,Biehle,MO
2905608,Big Spring,MO
2906247,Blanchard,MO
2908272,Brewer,MO
2913474,Cherokee Pass,MO
2913582,Chesapeake,MO
2915886,Conception,MO
2918190,Danville,MO
2918496,Dawn,MO
2918910,Defiance,MO
2919684,Doe Run,MO
2920656,Eagle Rock,MO
2921340,Edinburg,MO
2923050,Excello,MO
2923248,Fairdealing,MO
2925516,Frankclay,MO
2925948,Fremont,MO
2927100,Ginger Blue,MO
2927658,Golden,MO
2927900,Goodnight,MO
2928000,Goss,MO
2928860,Grayhawk,MO
2928864,Grayridge,MO
2930772,Hartwell,MO
2930844,Harviell,MO
2931186,Hayward,MO
2933778,Hunter,MO
2933868,Huntsdale,MO
2935486,Irwin,MO
2939008,Kirbyville,MO
2939080,Kissee Mills,MO
2939503,LaBarque Creek,MO
2940214,Lake Tekakwitha,MO
2940304,Lake Viking,MO
2941417,Leisure Lake,MO
2943468,Loch Lloyd,MO
2948602,Mine La Motte,MO
2949610,Montier,MO
2954352,Old Jamestown,MO
2955694,Oxly,MO
2955892,Ozora,MO
2956620,Peaceful Village,MO
2956882,Pendleton,MO
2957332,Phelps City,MO
2957512,Pierpont,MO
2958088,Plato,MO
2958574,Plevna,MO
2958934,Pomona,MO
2959060,Pontiac,MO
2960644,Ravanna,MO
2962210,Riverview Estates,MO
2963857,Saddlebrooke,MO
2964154,St. Clement,MO
2964244,St. Francisville,MO
2964370,St. George,MO
2967880,Silver Creek,MO
2968762,South Fork,MO
2971628,Sundown,MO
2972780,Terre du Lac,MO
2973006,Thomasville,MO
2973127,Three Creeks,MO
2977794,Wasola,MO
2978226,Weingarten,MO
2979000,West Sullivan,MO
2980380,Windsor Place,MO
2980440,Winigan,MO
2981088,Wortham,MO
3001300,Alzada,MT
3001525,Amsterdam,MT
3003250,Babb,MT
3004230,Batavia,MT
3004410,Bear Dance,MT
3005050,Belknap,MT
3005650,Biddle,MT
3008800,Boyd,MT
3009250,Brady,MT
3009500,Bridger,MT
3011500,Bynum,MT
3011800,Camas,MT
3012435,Carlton,MT
3013975,Charlos Heights,MT
3014875,Churchill,MT
3017050,Condon,MT
3017200,Conner,MT
3017350,Cooke City,MT
3017800,Corwin Springs,MT
3018025,Craig,MT
3018100,Crane,MT
3022450,Dupuyer,MT
3023500,Edgar,MT
3023865,Elkhorn,MT
3024325,Emigrant,MT
3027595,Forest Hill Village,MT
3029875,Gallatin Gateway,MT
3029885,Gallatin River Ranch,MT
3030550,Geyser,MT
3030625,Gibson Flats,MT
3031250,South Glastonbury,MT
3034110,Happys Inn,MT
3035435,Hebgen Lake Estates,MT
3035622,Helena Flats,MT
3036475,Hinsdale,MT
3038275,Huson,MT
3038480,Indian Springs,MT
3039175,Jardine,MT
3040675,Kila,MT
3040685,King Arthur Park,MT
3041087,Knife River,MT
3041910,Lake Mary Ronan,MT
3043710,Lindisfarne,MT
3043830,Little Bitterroot Lake,MT
3043835,Little Browning,MT
3044500,Logan,MT
3047875,Marion,MT
3048175,Martinsdale,MT
3048250,Marysville,MT
3048625,Maxville,MT
3049400,Midvale,MT
3055450,Olney,MT
3057475,Piltzville,MT
3057950,Pioneer Junction,MT
3058840,Ponderosa Pines,MT
3058900,Pony,MT
3059725,Pray,MT
3060450,Rader Creek,MT
3063400,Roberts,MT
3064300,Roscoe,MT
3064375,Rosebud,MT
3064675,Roy,MT
3065950,Sand Coulee,MT
3066250,Santa Rita,MT
3067075,Sedan,MT
3067225,Shawmut,MT
3068050,Silesia,MT
3068425,Silver Gate,MT
3069725,South Hills,MT
3069900,Spokane Creek,MT
3070150,Springdale,MT
3070375,Springhill,MT
3071350,Stockett,MT
3071575,Stryker,MT
3071800,Sula,MT
3072850,Swan Lake,MT
3073075,Sweet Grass,MT
3073165,Sylvanite,MT
3073760,The Silos,MT
3074725,Trego,MT
3075175,Turah,MT
3075250,Turner,MT
3078775,Weeksville,MT
3079075,West Glacier,MT
3079105,West Kootenai,MT
3079695,Wheatland,MT
3079935,White Haven,MT
3080200,Whitewater,MT
3080975,Wineglass,MT
3082130,Yaak,MT
3082675,Zortman,MT
3101220,Ames,NE
3101920,Archer,NE
3102480,Aten,NE
3104055,Belmar,NE
3104545,Berea,NE
3105980,Bow Valley,NE
3106680,Brownlee,NE
3108745,Champion,NE
3115885,Enders,NE
3117040,Fontanelle,NE
3119160,Glenwood,NE
3122780,Holmesville,NE
3123725,Inavale,NE
3124055,Inland,NE
3125335,Keystone,NE
3125510,King Lake,NE
3126150,Lakeview,NE
3126315,La Platte,NE
3126595,Lemoyne,NE
3128140,Lindy,NE
3129120,Lorenzo,NE
3129155,Loretto,NE
3130905,Martin,NE
3131150,Max,NE
3135770,Odessa,NE
3137735,Overland,NE
3138365,Parks,NE
3139835,Poole,NE
3140535,Raeville,NE
3141340,Richfield,NE
3142285,Roscoe,NE
3143160,St. Libory,NE
3143650,Sarben,NE
3147745,Sunol,NE
3148340,Tamora,NE
3149320,Tryon,NE
3150265,Venice,NE
3151280,Walton,NE
3151350,Wann,NE
3152330,Westerville,NE
3152855,White Clay,NE
3153205,Willow Island,NE
3153575,Woodland Hills,NE
3153580,Woodland Park,NE
3154020,Yankee Hill,NE
3200500,Alamo,NV
3203700,Austin,NV
3204100,Baker,NV
3205125,Beaverdam,NV
3205275,Bennett Springs,NV
3210200,Carter Springs,NV
3216300,Crescent Valley,NV
3216700,Crystal Bay,NV
3218500,Denio,NV
3219150,Double Spring,NV
3219800,Dry Valley,NV
3220700,Dyer,NV
3221520,East Valley,NV
3223700,Empire,NV
3223900,Eureka,NV
3225000,Fish Springs,NV
3225900,Gabbs,NV
3227100,Genoa,NV
3227300,Gerlach,NV
3227900,Glenbrook,NV
3228500,Golconda,NV
3228860,Golden Valley,NV
3228900,Goldfield,NV
3230220,Grass Valley,NV
3232900,Hiko,NV
3234100,Humboldt River Ranch,NV
3234700,Imlay,NV
3235100,Incline Village,NV
3236500,Jackpot,NV
3238100,Kingston,NV
3239100,Lakeridge,NV
3239300,Lamoille,NV
3241800,Lemmon Valley,NV
3242350,Logan Creek,NV
3243400,Lund,NV
3246800,Mina,NV
3248000,Mogul,NV
3248400,Montello,NV
3249425,Mount Wilson,NV
3250600,Nelson,NV
3252200,Oasis,NV
3253000,Orovada,NV
3253200,Osino,NV
3254200,Panaca,NV
3255400,Paradise Valley,NV
3257400,Pioche,NV
3258000,Preston,NV
3258820,Rachel,NV
3262170,Round Hill Village,NV
3263450,Ruhenstroth,NV
3263800,Ruth,NV
3267000,Silver Peak,NV
3267600,Skyland,NV
3268800,Stagecoach,NV
3274200,Topaz Lake,NV
3274400,Topaz Ranch Estates,NV
3277200,Ursine,NV
3278200,Valmy,NV
3279400,Verdi,NV
3280000,Virginia City,NV
3281245,Walker Lake,NV
3282250,Washoe Valley,NV
3286200,Zephyr Cove,NV
3300980,Alton,NH
3301220,Amherst,NH
3301940,Ashland,NH
3303620,Bartlett,NH
3304660,Belmont,NH
3304820,Bennington,NH
3305380,Bethlehem,NH
3306020,Blodgett Landing,NH
3306900,Bradford,NH
3308900,Canaan,NH
3310820,Center Ossipee,NH
3310900,Center Sandwich,NH
3313700,Colebrook,NH
3329780,Goffstown,NH
3333140,Hampton Beach,NH
3333620,Hancock,NH
3341780,Lincoln,NH
3343300,Loudon,NH
3346980,Melvin Village,NH
3348580,Milton,NH
3348740,Milton Mills,NH
3349600,Mountain Lakes,NH
3351300,Newfields,NH
3351460,New Hampton,NH
3352020,New London,NH
3356420,North Walpole,NH
3357220,North Woodstock,NH
3362260,Plainfield,NH
3367460,Sanbornville,NH
3368340,Seabrook Beach,NH
3374780,Suissevale,NH
3377300,Troy,NH
3377780,Union,NH
3378340,Walpole,NH
3378500,Warner,NH
3383620,West Stewartstown,NH
3400640,Allamuchy,NJ
3401300,Anderson,NJ
3401900,Asbury,NJ
3402880,Barclay,NJ
3404630,Belle Mead,NJ
3404660,Belleplain,NJ
3406025,Blackwells Mills,NJ
3406130,Blairstown,NJ
3406190,Blawenburg,NJ
3407000,Bradley Gardens,NJ
3407120,Brainards,NJ
3407660,Bridgeville,NJ
3408020,Broadway,NJ
3408110,Brookdale,NJ
3408140,Brookfield,NJ
3408890,Burleigh,NJ
3409100,Buttzville,NJ
3409170,Byram Center,NJ
3413990,Clyde,NJ
3414590,Columbia,NJ
3417200,Delaware,NJ
3417260,Delaware Park,NJ
3419130,East Franklin,NJ
3419330,East Millstone,NJ
3419490,East Rocky Hill,NJ
3421120,Ellisburg,NJ
3423310,Finderne,NJ
3423340,Finesville,NJ
3423880,Florence,NJ
3424965,Franklin Center,NJ
3425020,Franklin Park,NJ
3427360,Great Meadows,NJ
3427840,Green Knoll,NJ
3428250,Greenwich,NJ
3428470,Griggstown,NJ
3428620,Groveville,NJ
3428920,Hainesburg,NJ
3429370,Hamilton Square,NJ
3429520,Hancocks Bridge,NJ
3429940,Harlingen,NJ
3430060,Harmony,NJ
3431405,Highland Lake,NJ
3433030,Hope,NJ
3433690,Hutchinson,NJ
3436150,Johnsonburg,NJ
3436300,Juliustown,NJ
3436720,Kenvil,NJ
3436960,Kingston Estates,NJ
3439920,Leisure Village West-Pine Lake Park,NJ
3441495,Lopatcong Overlook,NJ
3443980,Marksboro,NJ
3444430,Martinsville,NJ
3445480,Mercerville,NJ
3445870,Middlebush,NJ
3448450,Mountain Lake,NJ
3448840,Mount Hermon,NJ
3452050,New Village,NJ
3455895,Panther Valley,NJ
3457360,Pedricktown,NJ
3458830,Pine Lake Park,NJ
3459500,Pleasant Plains,NJ
3460210,Port Colden,NJ
3460450,Port Murray,NJ
3461440,Quinton,NJ
3462820,Richwood,NJ
3463840,Robbinsville,NJ
3464350,Roebling,NJ
3464860,Ross Corner,NJ
3467320,Short Hills,NJ
3467590,Silver Lake,NJ
3467650,Silver Lake,NJ
3467770,Singac,NJ
3467820,Six Mile Run,NJ
3467860,Skillman,NJ
3468190,Smithville,NJ
3470800,Stewartsville,NJ
3471370,Succasunna,NJ
3472435,Ten Mile Run,NJ
3475020,Upper Montclair,NJ
3475120,Upper Pohatcong,NJ
3475145,Upper Stewartsville,NJ
3475745,Vernon Center,NJ
3475950,Vienna,NJ
3476250,Voorhees,NJ
3479715,Weston,NJ
3480855,Whitesboro-Burleigh,NJ
3483170,Yardville,NJ
3483290,Zarephath,NJ
3500240,Abeytas,NM
3500310,Abiquiu,NM
3500940,Adelino,NM
3501640,Alamillo,NM
3503750,Animas,NM
3503890,Anton Chico,NM
3503970,Anzac Village,NM
3504030,Apache Creek,NM
3504450,Aragon,NM
3504660,Arenas Valley,NM
3504870,Arrey,NM
3505010,Arroyo Hondo,NM
3505150,Arroyo Seco,NM
3505430,Atoka,NM
3506760,Bent,NM
3506830,Berino,NM
3507145,Bibo,NM
3507810,Blanco,NM
3508185,Bluewater Acres,NM
3508190,Bluewater Village,NM
3508860,Brazos,NM
3509630,Buckhorn,NM
3510050,Caballo,NM
3510610,Canjilon,NM
3510770,Cañon,NM
3511310,Cañones,NM
3511520,Canova,NM
3512008,Gallina,NM
3512010,Capulin,NM
3513340,Cedar Hill,NM
3513450,Cedro,NM
3514040,Chamberino,NM
3514180,Chamita,NM
3514200,Chamizal,NM
3514670,Chical,NM
3514810,Chili,NM
3515560,City of the Sun,NM
3515860,Cliff,NM
3516490,Cobre,NM
3516585,Cochiti Lake,NM
3517260,Conchas Dam,NM
3517610,Cordova,NM
3518240,Costilla,NM
3518310,Cotton City,NM
3518660,Coyote,NM
3519010,Cruzville,NM
3519220,Cubero,NM
3519645,Cuyamungue Grant,NM
3519920,Datil,NM
3520830,Dixon,NM
3521810,Duran,NM
3522230,East Pecos,NM
3522390,Edith Endave,NM
3522580,El Cerro,NM
3522582,El Cerro Mission,NM
3522650,El Duende,NM
3524120,El Rito,NM
3524960,Ensenada,NM
3525100,Escondida,NM
3525135,Escudilla Bonita,NM
3525590,Fairacres,NM
3525870,Faywood,NM
3526010,Fence Lake,NM
3528670,Garfield,NM
3529160,Gila,NM
3529540,Glen Acres,NM
3529790,Glenwood,NM
3530000,Golden,NM
3531190,Hachita,NM
3531540,Hanover,NM
3531680,Happy Valley,NM
3532100,Hernandez,NM
3532148,Highland Meadows,NM
3532160,High Rolls,NM
3532380,Hillsboro,NM
3533130,Homestead,NM
3533640,Hot Springs Landing,NM
3534430,Indian Hills,NM
3534900,Jacona,NM
3535595,Keeler Farm,NM
3536090,Kingston,NM
3536880,La Cueva,NM
3537407,La Hacienda,NM
3537700,La Joya,NM
3537860,Lake Roberts,NM
3537862,Lake Roberts Heights,NM
3537910,Lake Valley,NM
3538470,La Madera,NM
3538680,La Mesa,NM
3538820,La Mesilla,NM
3539030,La Plata,NM
3539430,Las Maravillas,NM
3539450,Las Nutrias,NM
3539520,Las Palomas,NM
3540220,La Union,NM
3540360,La Villita,NM
3540525,Lee Acres,NM
3540570,Lemitar,NM
3541420,Livingston Wheeler,NM
3541620,Llano del Medio,NM
3541970,Loco Hills,NM
3543300,Los Luceros,NM
3543510,Los Ojos,NM
3544595,Lower Frisco,NM
3545190,Luis Lopez,NM
3545260,Lumberton,NM
3545330,Luna,NM
3545400,Lyden,NM
3545690,McCartys Village,NM
3546030,McIntosh,NM
3546170,Madrone,NM
3546380,Malaga,NM
3546770,Manzano Springs,NM
3547150,Mayhill,NM
3548425,Middle Frisco,NM
3548480,Midway,NM
3548830,Mimbres,NM
3549515,Monterey Park,NM
3549950,Monument,NM
3550020,Moquino,NM
3550090,Mora,NM
3550195,Morningside,NM
3550515,Mountain View,NM
3550720,Nadine,NM
3550930,Nambe,NM
3551140,Nara Visa,NM
3551490,Navajo Dam,NM
3551840,Newkirk,NM
3552190,Nogal,NM
3552500,North Hobbs,NM
3552540,North Hurley,NM
3552560,North Light Plant,NM
3552680,North San Ysidro,NM
3553010,Oasis,NM
3553150,Ohkay Owingeh,NM
3554430,Organ,NM
3554500,Orogrande,NM
3554940,Pajarito Mesa,NM
3555270,Paradise Hills,NM
3555550,Pastura,NM
3555595,Peak Place,NM
3555605,Pecan Park,NM
3556950,Pie Town,NM
3557440,Pinon,NM
3557510,Pinos Altos,NM
3557990,Placitas,NM
3558210,Playas,NM
3558420,Pleasanton,NM
3558910,Polvadera,NM
3559120,Ponderosa Pine,NM
3559750,Pueblito,NM
3559820,Pueblitos,NM
3559860,Pueblo,NM
3560170,Puerto de Luna,NM
3560205,Pulpotio Bareas,NM
3560730,Quemado,NM
3561675,Rancho Grande,NM
3562760,Ribera,NM
3563660,Rivers,NM
3564370,Rodeo,NM
3564440,Rodey,NM
3564900,Rosedale,NM
3565000,Rowe,NM
3565560,Sacramento,NM
3565910,San Acacia,NM
3566120,San Antonio,NM
3566330,San Antonito,NM
3566400,San Antonito,NM
3566540,San Cristobal,NM
3566765,Sandia Heights,NM
3566890,Sandia Knolls,NM
3566960,Sandia Park,NM
3567520,San Fidel,NM
3568430,San Jose,NM
3568500,San Jose,NM
3568920,San Lorenzo,NM
3569060,San Luis,NM
3569270,San Mateo,NM
3569410,San Miguel,NM
3569645,San Pablo,NM
3569825,San Pedro,NM
3569875,San Rafael,NM
3571015,San Ysidro,NM
3571145,Sausal,NM
3571510,Seboyeta,NM
3571700,Sedillo,NM
3571790,Sena,NM
3573680,Soham,NM
3573925,South Acomita Village,NM
3574660,Spencerville,NM
3575710,Sunshine,NM
3576130,Talpa,NM
3576760,Tecolote,NM
3576830,Tecolotito,NM
3577100,Tesuque Pueblo,NM
3577670,Tierra Amarilla,NM
3578650,Tome,NM
3579680,Trout Valley,NM
3579700,Truchas,NM
3580470,Twin Forks,NM
3580820,Tyrone,NM
3581450,Ute Park,NM
3582640,Veguita,NM
3582710,Velarde,NM
3582800,Ventura,NM
3583130,Villanueva,NM
3583760,Waterflow,NM
3583830,Watrous,NM
3583970,Weed,NM
3584200,West Hammond,NM
3584950,Whites City,NM
3584975,White Signal,NM
3585485,Windmill,NM
3585720,Winston,NM
3586175,Young Place,NM
3586210,Youngsville,NM
3602121,Andes,NY
3605193,Beaverdam Lake-Salisbury Mills,NY
3605342,Bedford Hills,NY
36053940101,9401.01,NY
360539401011,9401.01.1,NY
360539401012,9401.01.2,NY
36053940102,9401.02,NY
360539401021,9401.02.1,NY
360539401022,9401.02.2,NY
360539401023,9401.02.3,NY
360539401024,9401.02.4,NY
36053940103,9401.03,NY
360539401031,9401.03.1,NY
360539401032,9401.03.2,NY
360539401033,9401.03.3,NY
36053940200,9402.0,NY
360539402001,9402.1,NY
360539402002,9402.2,NY
360539402003,9402.3,NY
36053940300,9403.0,NY
360539403001,9403.1,NY
360539403002,9403.2,NY
360539403003,9403.3,NY
360539403004,9403.4,NY
36053940401,9404.01,NY
360539404011,9404.01.1,NY
360539404012,9404.01.2,NY
360539404013,9404.01.3,NY
360539404014,9404.01.4,NY
360539404015,9404.01.5,NY
36053940403,9404.03,NY
360539404031,9404.03.1,NY
360539404032,9404.03.2,NY
360539404033,9404.03.3,NY
36053940600,9406.0,NY
360539406001,9406.1,NY
360539406002,9406.2,NY
360539406003,9406.3,NY
360539406004,9406.4,NY
36053940700,9407.0,NY
360539407001,9407.1,NY
360539407002,9407.2,NY
3605562,Belfast,NY
3605683,Belleville,NY
36065940000,9400.0,NY
360659400001,9400.1,NY
360659400002,9400.2,NY
36065940100,9401.0,NY
360659401001,9401.1,NY
360659401002,9401.2,NY
360659401003,9401.3,NY
360659401004,9401.4,NY
36065940200,9402.0,NY
360659402001,9402.1,NY
360659402002,9402.2,NY
360659402003,9402.3,NY
3606644,Binghamton University,NY
3606904,Bliss,NY
3606937,Blodgett Mills,NY
3607025,Bloomville,NY
3607245,Bolton Landing,NY
3607960,Brasher Falls,NY
3608004,Breesport,NY
36085008900,89.0,NY
360850089000,89.0,NY
3611440,Busti,NY
3611550,Byersville,NY
3611935,Campbell,NY
3612584,Caroga Lake,NY
3613530,Central Bridge,NY
3613662,Chadwicks,NY
3614058,Chautauqua,NY
3614102,Chazy,NY
3615121,Chenango Bridge,NY
3615363,Chestertown,NY
3615814,Clarence,NY
3615946,Clarkson,NY
3617398,Colton,NY
3617620,Conesus Hamlet,NY
3617622,Conesus Lake,NY
3618036,Coopers Plains,NY
3618817,Cranberry Lake,NY
3619308,Crystal Beach,NY
3619411,Cumminsville,NY
3619510,Cuylerville,NY
3619587,Dalton,NY
3619774,Davenport Center,NY
3620049,DeKalb Junction,NY
3620852,Downsville,NY
3621226,Durhamville,NY
3621600,East Avon,NY
3623602,Edmeston,NY
3623701,Eggertsville,NY
3623822,Elizabethtown,NY
3624625,Erin,NY
3625571,Felts Mills,NY
3625747,Fillmore,NY
3625934,Fishers Landing,NY
3626752,Fort Covington Hamlet,NY
3627133,Fowlerville,NY
3627452,Freedom Plains,NY
3628453,Gates,NY
3628990,Gilgo,NY
3629058,Glen Aubrey,NY
3629520,Gorham,NY
3629894,Grandyle Village,NY
3630807,Greigsville,NY
3631022,Groveland Station,NY
3631137,Guilford,NY
3631258,Hadley,NY
3631346,Hailesboro,NY
3631533,Hall,NY
3631786,Hamlin,NY
3632006,Hannawa Falls,NY
3632578,Hartwick,NY
3633128,Hemlock,NY
3634044,Henderson,NY
3635353,Honeoye,NY
3635738,Hortonville,NY
3636156,Hunt,NY
3637198,Hyde Park,NY
3638946,Katonah,NY
3639243,Kennedy,NY
3639463,Keuka Park,NY
3640175,Kysorville,NY
3640648,Lake Luzerne,NY
3641036,Lakeville,NY
3642345,Lime Lake,NY
3642609,Linwood,NY
3642972,Livonia Center,NY
3643401,Long Lake,NY
3643533,Lorraine,NY
3644226,Machias,NY
3644479,Madrid,NY
3645634,Marion,NY
3646750,Merritt Park,NY
3647702,Mineville,NY
3648208,Montrose,NY
3648750,Mountain Lodge Park,NY
3651275,Niskayuna,NY
3651847,North Creek,NY
3652040,North Gates,NY
3653462,North Rose,NY
3654639,Old Forge,NY
3655002,Ontario,NY
3655937,Oxbow,NY
3656212,Pamelia Center,NY
3656363,Parishville,NY
3656770,Paul Smiths,NY
3656781,Pavilion,NY
3657782,Pierrepont Manor,NY
3657804,Piffard,NY
3658189,Pine Valley,NY
3658739,Plessis,NY
3659322,Port Gibson,NY
3659619,Pottersville,NY
3659708,Prattsburgh,NY
3659740,Prattsville,NY
3659993,Pultneyville,NY
3660411,Quioque,NY
3661236,Retsof,NY
3661368,Rhinecliff,NY
3663330,Rodman,NY
3663429,Romulus,NY
3664155,Rushford,NY
3664716,St. Regis Falls,NY
3664859,Salisbury Mills,NY
3664892,Salt Point,NY
3664958,Sanborn,NY
3665332,Savannah,NY
3665519,Schenevus,NY
3665640,Schroon Lake,NY
3665761,Scio,NY
3665926,Scottsburg,NY
3668088,Smithville Flats,NY
3668610,South Blooming Grove,NY
3669364,South Lima,NY
3670068,Sparkill,NY
3670477,Springwater Hamlet,NY
3671620,Stony Brook University,NY
3671817,Strykersville,NY
3672246,Sunset Bay,NY
3672327,SUNY Oswego,NY
3673726,Thousand Island Park,NY
3673737,Three Mile Bay,NY
3673880,Ticonderoga,NY
3674017,Titusville,NY
3675726,Tuscarora,NY
3676280,University at Buffalo,NY
3677167,Verona,NY
3677783,Wadsworth,NY
3678124,Wanakah,NY
3678454,Washington Mills,NY
3678487,Watchtower,NY
3678982,Websters Crossing,NY
3679543,West Chazy,NY
3680522,Westmoreland,NY
3680764,Westport,NY
3681138,West Valley,NY
3682029,Williamson,NY
3682260,Willsboro,NY
3682304,Wilmington,NY
3682612,Winthrop,NY
3682656,Witherbee,NY
3682750,Woodbury,NY
3683063,Woodsville,NY
3683118,Worcester,NY
3684035,York Hamlet,NY
3700440,Advance,NC
3701140,Altamahaw,NC
3701560,Aquadale,NC
3701760,Archer Lodge,NC
3702480,Atlantic,NC
3702780,Avon,NC
3704040,Bayview,NC
3704680,Bell Arthur,NC
3704955,Belvoir,NC
3705020,Bennett,NC
3706510,Blue Clay Farms,NC
3708040,Broad Creek,NC
3708880,Bunnlevel,NC
3709400,Buxton,NC
3709780,Camden,NC
3710460,Caroleen,NC
3712140,Cherokee,NC
3713100,Cliffside,NC
3713500,Coinjock,NC
3714600,Cordova,NC
3715040,Cove Creek,NC
3716220,Dana,NC
3716480,Davis,NC
3716730,Deercroft,NC
3716780,Delco,NC
3716820,Dellview,NC
3717000,Denver,NC
3718060,Duck,NC
3720280,Edneyville,NC
3720420,Efland,NC
3721380,Engelhard,NC
3722080,Evergreen,NC
3722280,Fairfield,NC
3722500,Fairview,NC
3724380,Foscoe,NC
3725020,Frisco,NC
3725160,Fruitland,NC
3725880,Germanton,NC
3725900,Gerton,NC
3726520,Glenville,NC
3726680,Gloucester,NC
3727520,Grantsboro,NC
3728600,Gulf,NC
3729000,Hallsboro,NC
3729180,Hampstead,NC
3730100,Hatteras,NC
3730800,Henrietta,NC
3731260,Hiddenite,NC
3731660,Hillsdale,NC
3731880,Hobucken,NC
3732100,Hollister,NC
3732580,Hoopers Creek,NC
3732740,Horse Shoe,NC
3733820,Iron Station,NC
3734038,Jackson Heights,NC
3737120,Laurel Hill,NC
3739540,Lowgap,NC
3740860,Mamers,NC
3740980,Manns Harbor,NC
3741220,Marble,NC
3741600,Marshallberg,NC
3742000,Maury,NC
3742760,Midland,NC
3742860,Midway,NC
3743200,Millingport,NC
3743260,Mills River,NC
3743580,Misenheimer,NC
3743880,Moncure,NC
3745460,Moyock,NC
3747485,Northchase,NC
3748940,Old Hundred,NC
3749600,Ossipee,NC
3752160,Pinetown,NC
3752500,Pinnacle,NC
3753475,Porters Neck,NC
3753580,Potters Hill,NC
3755460,Red Cross,NC
3756600,Riegelwood,NC
3757540,Rocky Point,NC
3757580,Rodanthe,NC
3758040,Rougemont,NC
3758340,Ruffin,NC
3758940,Salvo,NC
3759765,Scotch Meadows,NC
3763340,South Mills,NC
3763360,Southmont,NC
3765020,Stokes,NC
3765700,Sunbury,NC
3766340,Swan Quarter,NC
3769020,Tyro,NC
3769600,Valle Crucis,NC
3770580,Wakulla,NC
3770740,Wallburg,NC
3771440,Waves,NC
3803740,Auburn,ND
3805220,Barton,ND
3807620,Blanchard,ND
3809830,Brooktree Park,ND
3811500,Caledonia,ND
3817620,Dahlen,ND
3818820,De Lamere,ND
3819060,Denhoff,ND
3820500,Driscoll,ND
